"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01","2020","01","01","","1.7","","-0.8","","0.5","","17.5","","0.0","","","","","","0.0","","","","26","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-02","2020","01","02","","4.9","","1.6","","3.3","","14.7","","0.0","","","","","","0.0","","","","21","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-03","2020","01","03","","7.2","","3.0","","5.1","","12.9","","0.0","","","","","","0.0","","","","27","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-04","2020","01","04","","3.9","","0.3","","2.1","","15.9","","0.0","","","","","","1.4","","","","29","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-05","2020","01","05","","1.7","","-0.9","","0.4","","17.6","","0.0","","","","","","2.3","","","","21","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-06","2020","01","06","","3.0","","-0.7","","1.2","","16.8","","0.0","","","","","","0.0","","","","29","","74",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-07","2020","01","07","","3.8","","-3.5","","0.2","","17.8","","0.0","","","","","","0.0","","","","26","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-08","2020","01","08","","0.8","","-7.5","","-3.4","","21.4","","0.0","","","","","","0.5","","","","29","","59",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-09","2020","01","09","","2.7","","-9.5","","-3.4","","21.4","","0.0","","","","","","0.0","","","","8","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-10","2020","01","10","","6.0","","2.3","","4.2","","13.8","","0.0","","","","","","2.0","","","","22","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-11","2020","01","11","","12.0","","2.0","","7.0","","11.0","","0.0","","","","","","60.4","","","","6","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-12","2020","01","12","","2.1","","-5.1","","-1.5","","19.5","","0.0","","","","","","15.5","","","","31","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-13","2020","01","13","","2.5","","-3.8","","-0.7","","18.7","","0.0","","","","","","0.0","","","","8","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-14","2020","01","14","","","M","","M","","M","","M","","M","","","","","","M","","","7","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-15","2020","01","15","","","M","","M","","M","","M","","M","","","","","0.0","","","","28","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-16","2020","01","16","","3.0","","-10.0","","-3.5","","21.5","","0.0","","","","","","0.0","","","","29","","65",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-17","2020","01","17","","-6.6","","-13.1","","-9.9","","27.9","","0.0","","","","","","0.0","","","","32","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-18","2020","01","18","","3.2","","-6.6","","-1.7","","19.7","","0.0","","","","","","11.0","","","","25","","61",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-19","2020","01","19","","1.5","","-9.9","","-4.2","","22.2","","0.0","","","","","","0.0","","","","25","","55",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-20","2020","01","20","","-4.1","","-12.9","","-8.5","","26.5","","0.0","","","","","","0.0","","","","32","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-21","2020","01","21","","-1.9","","-6.4","","-4.2","","22.2","","0.0","","","","","","0.0","","","","24","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-22","2020","01","22","","0.7","","-4.7","","-2.0","","20.0","","0.0","","","","","","0.0","","","","22","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-23","2020","01","23","","2.1","","-2.8","","-0.4","","18.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-24","2020","01","24","","2.9","","1.1","","2.0","","16.0","","0.0","","","","","","21.8","","","","7","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-25","2020","01","25","","3.3","","2.0","","2.7","","15.3","","0.0","","","","","","6.6","","","","6","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-26","2020","01","26","","3.5","","1.4","","2.5","","15.5","","0.0","","","","","","0.7","","","","24","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-27","2020","01","27","","2.6","","0.9","","1.8","","16.2","","0.0","","","","","","0.0","","","","31","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-28","2020","01","28","","2.3","","-0.8","","0.8","","17.2","","0.0","","","","","","0.0","","","","29","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-29","2020","01","29","","-0.8","","-6.4","","-3.6","","21.6","","0.0","","","","","","0.0","","","","31","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-30","2020","01","30","","-1.1","","-4.3","","-2.7","","20.7","","0.0","","","","","","0.0","","","","5","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-31","2020","01","31","","0.5","","-2.7","","-1.1","","19.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-01","2020","02","01","","1.1","","-2.0","","-0.5","","18.5","","0.0","","","","","","0.2","","","","21","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-02","2020","02","02","","2.3","","0.2","","1.3","","16.7","","0.0","","","","","","4.5","","","","23","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-03","2020","02","03","","5.5","","0.6","","3.1","","14.9","","0.0","","","","","","0.0","","","","29","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-04","2020","02","04","","3.3","","-3.5","","-0.1","","18.1","","0.0","","","","","","0.0","","","","30","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-05","2020","02","05","","-2.1","","-6.7","","-4.4","","22.4","","0.0","","","","","","0.5","","","","33","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-06","2020","02","06","","-2.6","","-4.3","","-3.5","","21.5","","0.0","","","","","","3.0","","","","3","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07","2020","02","07","","-3.2","","-7.3","","-5.3","","23.3","","0.0","","","","","","0.2","","","","30","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08","2020","02","08","","-5.4","","-12.7","","-9.1","","27.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09","2020","02","09","","2.2","","-6.3","","-2.1","","20.1","","0.0","","","","","","4.5","","","","21","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10","2020","02","10","","4.3","","0.8","","2.6","","15.4","","0.0","","","","","","0.0","","","","28","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11","2020","02","11","","2.8","","-0.7","","1.1","","16.9","","0.0","","","","","","0.0","","","","27","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12","2020","02","12","","1.6","","-2.2","","-0.3","","18.3","","0.0","","","","","","0.0","","","","24","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-13","2020","02","13","","0.7","","-14.9","","-7.1","","25.1","","0.0","","","","","","1.0","","","","32","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-14","2020","02","14","","-7.2","","-18.5","","-12.9","","30.9","","0.0","","","","","","0.0","","","","25","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-15","2020","02","15","","1.3","","-7.7","","-3.2","","21.2","","0.0","","","","","","0.0","","","","24","","65",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-16","2020","02","16","","3.6","","-1.3","","1.2","","16.8","","0.0","","","","","","0.0","","","","26","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-17","2020","02","17","","0.3","","-3.7","","-1.7","","19.7","","0.0","","","","","","0.0","","","","7","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-18","2020","02","18","","5.4","","-0.6","","2.4","","15.6","","0.0","","","","","","5.8","","","","26","","63",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-19","2020","02","19","","0.3","","-5.3","","-2.5","","20.5","","0.0","","","","","","0.0","","","","30","","55",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-20","2020","02","20","","-4.5","","-8.4","","-6.5","","24.5","","0.0","","","","","","0.0","","","","30","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-21","2020","02","21","","0.7","","-8.0","","-3.7","","21.7","","0.0","","","","","","0.0","","","","22","","58",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-22","2020","02","22","","4.3","","-2.6","","0.9","","17.1","","0.0","","","","","","0.0","","","","26","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-23","2020","02","23","","5.8","","1.7","","3.8","","14.2","","0.0","","","","","","0.0","","","","22","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-24","2020","02","24","","7.6","","1.5","","4.6","","13.4","","0.0","","","","","","0.0","","","","1","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-25","2020","02","25","","5.9","","1.7","","3.8","","14.2","","0.0","","","","","","0.5","","","","7","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-26","2020","02","26","","4.0","","-3.0","","0.5","","17.5","","0.0","","","","","","6.5","","","","4","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-27","2020","02","27","","-2.4","","-5.0","","-3.7","","21.7","","0.0","","","","","","0.4","","","","28","","87",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-28","2020","02","28","","-2.9","","-8.9","","-5.9","","23.9","","0.0","","","","","","0.2","","","","25","","78",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-29","2020","02","29","","-3.0","","-12.4","","-7.7","","25.7","","0.0","","","","","","0.0","","","","28","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-01","2020","03","01","","2.9","","-7.2","","-2.2","","20.2","","0.0","","","","","","0.0","","","","20","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-02","2020","03","02","","6.0","","0.9","","3.5","","14.5","","0.0","","","","","","4.0","","","","27","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-03","2020","03","03","","4.9","","1.1","","3.0","","15.0","","0.0","","","","","","13.3","","","","26","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-04","2020","03","04","","6.1","","2.0","","4.1","","13.9","","0.0","","","","","","0.0","","","","30","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-05","2020","03","05","","4.2","","-0.6","","1.8","","16.2","","0.0","","","","","","0.0","","","","32","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-06","2020","03","06","","3.7","","-0.5","","1.6","","16.4","","0.0","","","","","","1.3","","","","7","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-07","2020","03","07","","3.0","","-5.0","","-1.0","","19.0","","0.0","","","","","","0.0","","","","22","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-08","2020","03","08","","7.5","","1.3","","4.4","","13.6","","0.0","","","","","","0.0","","","","20","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-09","2020","03","09","","10.9","","4.5","","7.7","","10.3","","0.0","","","","","","0.0","","","","24","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-10","2020","03","10","","11.4","","-0.2","","5.6","","12.4","","0.0","","","","","","4.5","","","","32","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-11","2020","03","11","","3.4","","-2.4","","0.5","","17.5","","0.0","","","","","","0.0","","","","8","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-12","2020","03","12","","6.2","","0.6","","3.4","","14.6","","0.0","","","","","","0.5","","","","6","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-13","2020","03","13","","8.8","","2.6","","5.7","","12.3","","0.0","","","","","","6.2","","","","25","","80",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-14","2020","03","14","","4.1","","0.6","","2.4","","15.6","","0.0","","","","","","0.0","","","","29","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-15","2020","03","15","","2.4","","-1.8","","0.3","","17.7","","0.0","","","","","","0.0","","","","35","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-16","2020","03","16","","2.5","","-1.1","","0.7","","17.3","","0.0","","","","","","0.4","","","","7","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-17","2020","03","17","","8.6","","1.1","","4.9","","13.1","","0.0","","","","","","0.0","","","","27","","58",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-18","2020","03","18","","3.7","","-2.0","","0.9","","17.1","","0.0","","","","","","0.8","","","","6","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-19","2020","03","19","","5.8","","2.8","","4.3","","13.7","","0.0","","","","","","2.9","","","","7","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-20","2020","03","20","","14.7","","-3.3","","5.7","","12.3","","0.0","","","","","","1.5","","","","27","","78",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-21","2020","03","21","","-1.0","","-7.2","","-4.1","","22.1","","0.0","","","","","","0.0","","","","34","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-22","2020","03","22","","2.5","","-4.2","","-0.9","","18.9","","0.0","","","","","","0.0","","","","6","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-23","2020","03","23","","4.0","","0.3","","2.2","","15.8","","0.0","","","","","","10.1","","","","7","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-24","2020","03","24","","5.0","","1.7","","3.4","","14.6","","0.0","","","","","","0.0","","","","30","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-25","2020","03","25","","5.8","","2.0","","3.9","","14.1","","0.0","","","","","","0.0","","","","8","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-26","2020","03","26","","12.9","","1.9","","7.4","","10.6","","0.0","","","","","","0.0","","","","30","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-27","2020","03","27","","6.8","","2.9","","4.9","","13.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-28","2020","03","28","","6.1","","3.3","","4.7","","13.3","","0.0","","","","","","2.1","","","","6","","67",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-29","2020","03","29","","16.6","","4.6","","10.6","","7.4","","0.0","","","","","","10.2","","","","24","","81",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-30","2020","03","30","","8.4","","5.6","","7.0","","11.0","","0.0","","","","","","2.6","","","","25","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-03-31","2020","03","31","","6.3","","4.2","","5.3","","12.7","","0.0","","","","","","0.4","","","","7","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-01","2020","04","01","","8.7","","3.6","","6.2","","11.8","","0.0","","","","","","0.0","","","","2","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-02","2020","04","02","","14.1","","4.0","","9.1","","8.9","","0.0","","","","","","0.0","","","","30","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-03","2020","04","03","","11.9","","3.0","","7.5","","10.5","","0.0","","","","","","0.5","","","","32","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-04","2020","04","04","","10.0","","5.4","","7.7","","10.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-05","2020","04","05","","11.4","","3.7","","7.6","","10.4","","0.0","","","","","","0.0","","","","33","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-06","2020","04","06","","12.1","","1.0","","6.6","","11.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-07","2020","04","07","","11.5","","3.9","","7.7","","10.3","","0.0","","","","","","8.0","","","","35","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-08","2020","04","08","","14.6","","5.8","","10.2","","7.8","","0.0","","","","","","0.8","","","","28","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-09","2020","04","09","","9.6","","2.4","","6.0","","12.0","","0.0","","","","","","8.2","","","","32","","65",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-10","2020","04","10","","7.6","","1.5","","4.6","","13.4","","0.0","","","","","","0.0","","","","30","","68",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-11","2020","04","11","","8.6","","0.3","","4.5","","13.5","","0.0","","","","","","0.0","","","","27","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-12","2020","04","12","","10.8","","3.5","","7.2","","10.8","","0.0","","","","","","0.2","","","","7","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-13","2020","04","13","","13.7","","3.5","","8.6","","9.4","","0.0","","","","","","14.8","","","","28","","85",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-14","2020","04","14","","6.7","","0.3","","3.5","","14.5","","0.0","","","","","","0.0","","","","26","","63",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-15","2020","04","15","","5.1","","-1.2","","2.0","","16.0","","0.0","","","","","","0.0","","","","26","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-16","2020","04","16","","5.2","","-2.0","","1.6","","16.4","","0.0","","","","","","0.0","","","","27","","67",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-17","2020","04","17","","5.4","","-0.1","","2.7","","15.3","","0.0","","","","","","0.0","","","","20","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-18","2020","04","18","","8.0","","-0.9","","3.6","","14.4","","0.0","","","","","","0.0","","","","21","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-19","2020","04","19","","10.9","","0.8","","5.9","","12.1","","0.0","","","","","","0.2","","","","29","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-20","2020","04","20","","5.3","","-0.2","","2.6","","15.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-21","2020","04","21","","7.0","","-1.0","","3.0","","15.0","","0.0","","","","","","0.8","","","","27","","72",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-22","2020","04","22","","6.7","","-1.5","","2.6","","15.4","","0.0","","","","","","0.0","","","","29","","61",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-23","2020","04","23","","5.3","","-0.7","","2.3","","15.7","","0.0","","","","","","0.0","","","","6","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-24","2020","04","24","","9.7","","4.3","","7.0","","11.0","","0.0","","","","","","0.0","","","","5","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-25","2020","04","25","","11.7","","1.2","","6.5","","11.5","","0.0","","","","","","0.0","","","","5","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-26","2020","04","26","","11.5","","6.1","","8.8","","9.2","","0.0","","","","","","1.9","","","","6","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-27","2020","04","27","","13.1","","6.1","","9.6","","8.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-04-28","2020","04","28","","9.4","","5.7","","7.6","","10.4","","0.0","","","","","","0.0","","","","8","","52",""
